text,true_label,predicted_label,predicted_risk_score,risk_level,error_type,reasons,indicators
"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?",0,1,40,MEDIUM,false_positive,Urgent language detected. | Link or verification action detected.,link | urgent_language
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £350 prize. To collect is easy. Just call 09061743385,1,0,20,LOW,false_negative,Financial or reward language detected.,financial
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum.,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986907,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Double mins and txts 4 6monthsAvailable on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839403 or call2optout/N9DX",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"Navratra Special Launching 9th oct. CHD presnts Phase-3 of Avenue71,  Shona Road,  Gurgaon *@Rs.4150/- Lease Rs.400/- as Inaugural discount Sms ICD to 54999",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"	FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",1,0,20,LOW,false_negative,Link or verification action detected.,link
"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1,0,20,LOW,false_negative,Link or verification action detected.,link
"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
	The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
RMO.00 R.HB: RM4388.00 Was Charged On Your Card Numer 9577 at AwG-KLIA2 On 24/10/16 1032:29 Reference Code 342152 Call 03216837293 if u did NOT perform this Txn,1,0,15,LOW,false_negative,Banking-related language detected.,banking
	Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP,1,0,20,LOW,false_negative,Financial or reward language detected.,financial
"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",1,0,20,LOW,false_negative,Link or verification action detected.,link
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"449050000301 You have won a £2,000 price! To claim, call 09050000301.",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
	Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,1,0,20,LOW,false_negative,Link or verification action detected.,link
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £1000 prize! Txt word: COLLECT to No: 83355!",1,0,20,LOW,false_negative,Financial or reward language detected.,financial
"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",1,0,15,LOW,false_negative,Banking-related language detected.,banking
500 free text msgs. Just text ok to 80488 a or call 08718738034 nd we'll credit your account,1,0,15,LOW,false_negative,Banking-related language detected.,banking
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 www.getzed.co.uk POBox36504W45WQ 150p",1,0,20,LOW,false_negative,Link or verification action detected.,link
You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",0,1,25,MEDIUM,false_positive,Threat of account suspension or closure detected.,threat
Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. ",1,0,20,LOW,false_negative,Link or verification action detected.,link
For sale - arsenal dartboard. Good condition but no doubles or trebles!,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
December only! You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
	We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcord call 08000930705,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,1,0,20,LOW,false_negative,Financial or reward language detected.,financial
"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"With airtel 3G watch over 90 TV channels across Entertainment, Sports, Music, News on your phone- http://apalyaps15.com/tv/TV.jsp .To activate 3G, SMS 3G to 121",1,0,20,LOW,false_negative,Link or verification action detected.,link
	Bloomberg -Message center +447797706009 Why wait? Apply for your futur,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £2000 Bonus Prize, call 09066364529",1,0,20,LOW,false_negative,Financial or reward language detected.,financial
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,1,0,15,LOW,false_negative,Banking-related language detected.,banking
sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p,1,0,20,LOW,false_negative,Link or verification action detected.,link
Please CALL 08712402972 immediately as there is an urgent message waiting for you,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
	U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 0906517113-stopsms-08,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Please call our customer service representative on FREEPHONE 0808 145 4744 between 9am-11pm as you have WON a guaranteed £3000 cash or £7000 prize!,1,0,20,LOW,false_negative,Financial or reward language detected.,financial
"Plot for Sale in Haridwar At The Bank of Ganga (Ready Possession & Registry) Rs-5000/-P.m Installment Call Y.N.BUILDTECH 9311085505,  OR SMS YND 53030",1,0,15,LOW,false_negative,Banking-related language detected.,banking
GSOH? Good with the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
	You have 1 new message. Please call 08715205273,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Moby Pub Quiz.Win a £200 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.,1,0,20,LOW,false_negative,Financial or reward language detected.,financial
"	Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,1,0,15,LOW,false_negative,Banking-related language detected.,banking
"	""For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk""",1,0,20,LOW,false_negative,Link or verification action detected.,link
UR Mobile Number Won 2Crores 35Lakh Rupees In Chevrolet Motors Award 2015 For Claim Send Name Phone Number Address  Age To�Email:chevmotorlondon@hotmail.com,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"	FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",1,0,20,LOW,false_negative,Financial or reward language detected.,financial
	Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
